epoch,loss,val_loss
0,2.894416747906572,2.505013093568649
1,2.460432085961906,2.385785626357565
2,2.3363868688245875,2.3288103263748607
3,2.2546174527595535,2.299240951858856
4,2.1852586452352667,2.2819371560669603
5,2.1214631634658914,2.2751273100996765
6,2.05998838786764,2.276089418648954
7,2.0001616112018303,2.279303816280883
8,1.9416318737939238,2.288100365473824
9,1.8856496596868024,2.2991297592526627
10,1.8318962644847137,2.311193387947395
11,1.7807845233869732,2.326383171400942
12,1.7312321038374583,2.3390309035101207
13,1.68315106190152,2.357958997102995
14,1.6357290008052203,2.3765955014494073
15,1.5883292510410754,2.3957574160530495
16,1.5416639801249654,2.41915997184692
17,1.4953575063159146,2.4417234245038193
18,1.4503508578719453,2.4670594662483594
19,1.4062325170065677,2.4929600160869354
20,1.3634318937400511,2.5210155809132964
21,1.3223043923580988,2.5451092380070217
22,1.2831966731294908,2.575481471752185
23,1.2447777233571202,2.6056492983892214
24,1.2090629141399076,2.630778542876809
25,1.1739520670675105,2.662727856372166
26,1.1407901876186102,2.690594162803212
27,1.1089236330647694,2.718413609719506
28,1.0786207615725034,2.7512156921538606
29,1.04959656389216,2.779341686040964
30,1.0218936059566777,2.8088121179090213
31,0.9952405148093817,2.835041782406018
32,0.9698547587821423,2.8616393330077665
33,0.9452713933365261,2.893320337526925
34,0.9228286840174807,2.917444932318563
35,0.8998214097910952,2.947540357055653
36,0.8789013171244316,2.9729779221741857
37,0.85900604165605,3.0025318542465116
38,0.8396083083043677,3.0310798929531684
39,0.8208613635801143,3.0534609614286303
40,0.8031028363623897,3.0797627160342516
41,0.7864812879744661,3.104454870143121
42,0.7697442449281915,3.1309582748785947
43,0.7545802213301218,3.1566965452501003
44,0.739173814468787,3.180982207984645
45,0.7248136571204182,3.205577942494673
46,0.7106573482268174,3.230169907167278
47,0.6978223155865696,3.256745971584005
48,0.6852320317009584,3.2761057656575883
49,0.6733891812746262,3.2979604649238756
50,0.6616882136894798,3.322523487287639
51,0.6500897361615621,3.3433801485269736
52,0.6378850088131935,3.364646068776975
53,0.6287953855678582,3.385669523637768
54,0.6189779586423282,3.4064914641819657
55,0.6096875573668382,3.4227888784618306
56,0.6005772050829373,3.451505318376136
57,0.59051090518599,3.4681943103433324
58,0.5809358278288898,3.485598899448708
59,0.5728271510371118,3.5000877271391495
60,0.5658680793343507,3.52675179686717
61,0.5575284895743627,3.542913982918572
62,0.550803439153853,3.5639449348904817
63,0.5433620414007514,3.58062576747273
64,0.5358315551933468,3.5992764644244457
65,0.5289603865495324,3.6109713365827054
66,0.5228600621982964,3.625532414526951
67,0.5167038794914398,3.6448025158532174
68,0.5092144940785315,3.662792636451321
69,0.5034014675674526,3.681614351903157
70,0.49930851608989485,3.6940566541752085
71,0.4935512020730848,3.709670766393429
72,0.48697500189352544,3.728880289626632
73,0.48223592601166304,3.7438505803851605
74,0.47728211208940624,3.7544218599410755
75,0.471487191089022,3.770252740501381
76,0.46654329160452235,3.781948693579635
77,0.46165801441016974,3.7955727628614944
78,0.4585465250794107,3.808867862105661
79,0.45323054377251765,3.818172621524795
80,0.45012366008730925,3.835017488899631
81,0.44550555423139454,3.844951719940951
82,0.4407679913460328,3.860752745368314
83,0.4384645245885145,3.870036476282479
84,0.43173521070110255,3.889885379268432
85,0.42835390113796873,3.8988456578711865
86,0.42598269424540663,3.9100514807816946
87,0.4231621523266629,3.918843509994294
88,0.41830459250044966,3.931848569592817
89,0.4154221256021621,3.9435336942797474
90,0.41060554988136366,3.9555560052780407
91,0.4084644064829379,3.9659693514253793
92,0.40702430441729615,3.978249552059023
93,0.40459982017279017,3.9829431302900096
94,0.40058417655818884,3.9944978502267254
95,0.39789298547028873,4.00824342295581
96,0.39365595701705397,4.013936134013222
97,0.3894507650220149,4.026772609503427
98,0.3881446470083308,4.034041252289762
99,0.3867207712154267,4.043166673061782
